product_name,batch_number,manufacturer,alert_date,reason,source_document,lab_type,extraction_confidence,page,mfg_date,expiry_date,reported_by
Co-Trimoxazole Tablets IP 480mg,MT403,Maxwell Life Science Pvt. Ltd,2025-06-30,Dissolution for Sulphamethoxazole,STATE_NSQ_June_-2025.pdf,state,medium,6,Jan-24,Dec-26,"Drugs Testing Laboratory, Chennai- 06"
"DKOF-LA Syrup (Ambroxol Hydrochlorie, Levocetirizine Hydrochloride, Guiaphenesin & Menthol Syrup)",L1774009,Innova Cap Tab Ltd,2025-06-30,Content of Ambroxol Hydrochloride,STATE_NSQ_June_-2025.pdf,state,medium,6,Sep-24,Aug-26,"Drugs Testing Laboratory, Chennai- 06"
Pulmonex-AS (Ambroxol Salbutamol Guaiphenesin Syrup),HTD-24109,N/A,2025-06-30,Content of Salbutamol in Salbutamol Sulphate and Ambroxol Hydrochloride. Note: Manufacturer's Name is not stated on the label.,STATE_NSQ_June_-2025.pdf,state,medium,6,Aug-24,Jul-26,"Drugs Testing Laboratory, Chennai- 06"
Azithromycin Suspension IP,BGL24257,Bestcare Formulations Pvt Ltd,2025-06-30,pH and the content of Azithromycin.,STATE_NSQ_June_-2025.pdf,state,medium,6,Oct-24,Sep-26,"Drugs Testing Laboratory, Madurai- 19"
Lecetwin (Levocetirizine Hydrochloride Syrup),LWLS-2022,Wings Novitas Healthcare LLP,2025-06-30,Content of Levocetirizine Hydrochloride,STATE_NSQ_June_-2025.pdf,state,medium,6,Sep-24,Aug-26,"Drugs Testing Laboratory, Chennai- 06"
Betamethasone Valerate Ointment IP 0.1% w/w,B82,Syndicate Pharma,2025-06-30,Content of Betamethasone in Betamethasone Valerate,STATE_NSQ_June_-2025.pdf,state,medium,6,Aug-24,Jul-26,"Drugs Testing Laboratory, Chennai- 06"
Sepsadone 5% Ointment (Povidone-Iodine Ointment USP 5.0%w/w),DP-4259,Daffohils Laboratories Pvt Ltd,2025-06-30,Content of Available Iodine in Povidone-Iodine,STATE_NSQ_June_-2025.pdf,state,medium,6,Aug-24,Jul-26,"Drugs Testing Laboratory, Chennai- 06"
Dicyclomine Tablets IP,THY24010AL,Hindustan Laboratories Limited,2025-06-30,Description.,STATE_NSQ_June_-2025.pdf,state,medium,6,Aug-24,Jul-26,"Drugs Testing Laboratory, Madurai- 19"
Calamine Lotion IP,2451,Oscar Remedies Pvt Ltd,2025-06-30,Content of zinc oxide,STATE_NSQ_June_-2025.pdf,state,medium,6,Jul-24,Jun-26,"Drugs Testing Laboratory, Chennai- 06"
Vitamin B Complex with vitamin C (softgels),G03724,Asoj Soft Caps Pvt Ltd,2025-06-30,Content of all soft gelatine capsule have leaked and adhere to the strips making it impossible to take average net content,STATE_NSQ_June_-2025.pdf,state,medium,6,Apr-24,Mar-26,"Drugs Testing Laboratory, Madurai- 19"
Aceclofenac Tablets IP 100mg,AF24009,Eurokem Laboratories Pvt ltd,2025-06-30,Content of Aceclofenac,STATE_NSQ_June_-2025.pdf,state,medium,7,Sep-24,Aug-26,"Drugs Testing Laboratory, Madurai- 19"
Clonit-S (Clobetasol Propionate and Salicylic Acid Ointment),CS48,Karlin Pharmaceuticals & Exports Private Limited,2025-06-30,Content of Clobetasol Propionate and Salicylic Acid,STATE_NSQ_June_-2025.pdf,state,medium,7,11/2024,10/2027,"Drugs Testing Laboratory, Madurai- 19"
"Mobyle Gel (Diclofenac Diethylamine, Linseed Oil, Menthol and Methyl Salicylate Gel)",GX027,SGS Formulation Pvt Ltd,2025-06-30,Content of Methyl Salicylate and Menthol,STATE_NSQ_June_-2025.pdf,state,medium,7,Jun-24,May-26,"Drugs Testing Laboratory, Madurai- 19"
Telmisartan Tablets IP 40mg,TS24047,Eurokem Laboratories Pvt ltd,2025-06-30,Dissolution of Telmisartan Tablets,STATE_NSQ_June_-2025.pdf,state,medium,7,Oct-24,Dec-25,"Drugs Testing Laboratory, Chennai- 06."
Telmisartan Tablets IP 40mg,TS24042,Eurokem Laboratories Pvt ltd,2025-06-30,Dissolution of Telmisartan Tablets,STATE_NSQ_June_-2025.pdf,state,medium,7,Oct-24,Dec-25,"Drugs Testing Laboratory, Chennai- 06."
Olagress MD 2.5,D2250101,Standford Laboratories Private Limited,2025-06-30,The sample fails in the test for Description. Colour is not specified on the label.,STATE_NSQ_June_-2025.pdf,state,medium,7,Jan-25,Dec-26,Modern Drug Testing Laboratory Kathua (J&K)
Olagress MD 5,D2241286,Standford Laboratories Private Limited,2025-06-30,Description,STATE_NSQ_June_-2025.pdf,state,medium,7,Dec-24,11/2026,Modern Drug Testing Laboratory Kathua (J&K)
Paracetamol Tablets IP ( 500mg) Jan Aushadhi,PCT1208,Unicure India Ltd,2025-06-30,Dissolution test of paracetamol.,STATE_NSQ_June_-2025.pdf,state,medium,7-8,Aug-24,Jul-26,Modern Drug Testing Laboratory Kathua (J&K)
"Paracetamol, Phenylphrine HCL, CPM & Caffeine Tablets (Goco-Plus)",DPT-1223,Dexibo Pharma Pvt. Ltd,2025-06-30,Disintegration,STATE_NSQ_June_-2025.pdf,state,medium,8,Sep-24,Aug-26,"State lab, Puducherry"
Rabeprazole Sodium Gastro Resistant Tablets IP 20mg (Rabilax),MP-241462,Medistarkbiotech Pvt. Ltd.,2025-06-30,D i s i n t e g r ation.,STATE_NSQ_June_-2025.pdf,state,medium,8,Mar-25,Feb-27,"State lab, Puducherry"
"Ferrous Ascorbate, Folic Acid With Zinc Sulphate Tablets (Ronifer-XT)",24T374B,Acumen Pharmaceuticals Pvt. Ltd.,2025-06-30,Assay (Ferrous Ascorbate),STATE_NSQ_June_-2025.pdf,state,medium,8,Feb-25,Jan-27,"State lab, Puducherry"
Domperidone & Paracetomal Tablets (Coxnil-P),FCPT-2401,Verax Life Sciences Pvt. Ltd.,2025-06-30,"(i) On the received sample, Presence of Spot defect was observed",STATE_NSQ_June_-2025.pdf,state,medium,8,Jun-24,May-26,"State lab, Puducherry"
Levocetirizine Tablets IP 5mg (Lzetri 5),B2409435A,Bymaa Laboratories Private Limited,2025-06-30,"For the received sample, label is mentioned as ‘Approved colour used’ but common name of the permitted colour used in the formulation",STATE_NSQ_June_-2025.pdf,state,medium,8,Sep-24,Aug-26,"State lab, Puducherry"
Pantoprazole Sodium Gastro Resistant Tablets IP 40mg (Panzo 40),MP-240840,Medistark Biotech Pvt Ltd.,2025-06-30,"For the received sample, label is mentioned as ‘Approved colour used’",STATE_NSQ_June_-2025.pdf,state,medium,8,Oct-24,Sep-26,"State lab, Puducherry"
Aceclofenac 100mg & Paracetamol 325 mg Tablets (Acejent P),MVT-1528,Bonn Schtering Bio Sciences,2025-06-30,"The sample received is labelled as Aceclofenac 100mg & Paracetamol 325 mg Tablets (Acejent P), however Aceclofenac & Paracetamol Tablets is an official IP monograph (IP Addendum 2024) hence should be labelled as Aceclofenac & Paracetamol Tablets IP.",STATE_NSQ_June_-2025.pdf,state,medium,8,Mar-25,Feb-27,"State lab, Puducherry"
Mintcool (mouthwash),SOL-1698,Symbiosis Pharmaceuticals PvtLtd,2025-06-30,Content of Chlorhexidine Gluconate .,STATE_NSQ_June_-2025.pdf,state,medium,9,Mar-24,Feb-26,"DTL Baddi, Distt. Solan H.P."
Calcium and Vitamin D3 Tablets IP,MT-25D59,Martin & brown bio-sciences pvt. Ltd,2025-06-30,Description,STATE_NSQ_June_-2025.pdf,state,medium,9,Apr-25,Mar-27,"State Drugs Laboratory, Punjab"
Zinc Sulphate Dispersible Tablets IP,MT14501,McW Healthcare (P) Ltd.,2025-06-30,1. Uniformity Of Dispersion. 2. Disintegration Test (Some of the tablets disintegrates in the range of 4 minute to 7 minute against I.P limit of max. 60 seconds).,STATE_NSQ_June_-2025.pdf,state,medium,9,Apr-25,Mar-27,"State Drugs Laboratory, Punjab"
TELMISARTAN and AMLODIPINE Tablets IP (Venpres-40 AM),VAM401K,Leeford Healthcare Ltd.,2025-06-30,Description,STATE_NSQ_June_-2025.pdf,state,medium,9,Nov-24,Oct-26,"State Drugs Laboratory, Punjab"
Calcium and Vitamin D3 Tablets IP,MT-25D60,Martin & brown bio-sciences pvt. Ltd,2025-06-30,Description,STATE_NSQ_June_-2025.pdf,state,medium,9-10,Apr-25,Mar-27,"State Drugs Laboratory, Punjab"
Calcium and Vitamin D3 Tablets IP,MT-25D57,Martin & brown bio-sciences pvt. Ltd,2025-06-30,Description,STATE_NSQ_June_-2025.pdf,state,medium,10,Apr-25,Mar-27,"State Drugs Laboratory, Punjab"
Calcium and Vitamin D3 Tablets IP,MT-25D55,Martin & brown bio-sciences pvt. Ltd,2025-06-30,Description,STATE_NSQ_June_-2025.pdf,state,medium,10,Apr-25,Mar-27,"State Drugs Laboratory, Punjab"
Calcium and Vitamin D3 Tablets IP,MT-25D62,Martin & brown bio-sciences pvt. Ltd,2025-06-30,Description,STATE_NSQ_June_-2025.pdf,state,medium,10,Apr-25,Mar-27,"State Drugs Laboratory, Punjab"
Calcium and Vitamin D3 Tablets IP,MT-25D63,Martin & brown bio-sciences pvt. Ltd,2025-06-30,Description,STATE_NSQ_June_-2025.pdf,state,medium,10,Apr-25,Mar-27,"State Drugs Laboratory, Punjab"
Calcium and Vitamin D3 Tablets IP,MT-25D58,Martin & brown bio-sciences pvt. Ltd,2025-06-30,Description,STATE_NSQ_June_-2025.pdf,state,medium,10,Apr-25,Mar-27,"State Drugs Laboratory, Punjab"
Mecobalamin Tablets (Methycobal),156905,Hilton Pharma (Pvt.) Ltd.,2025-06-30,"Nature of Tablets Such as Uncoated, Sugar Coated or Film Coated not Declared on The Label",STATE_NSQ_June_-2025.pdf,state,medium,10,Jan-25,Dec-27,"State Drugs Laboratory, Punjab"
Nortriptyline HCI B.P (Sensival 25MG Tablets),926,Pharmedic Laboratories (Pvt.) Ltd.,2025-06-30,"1.) Name Of Colour Added Not Declared On The Strips. 2.) nature of tablets such as uncoated, sugar coated or film coated not declared on the strips.",STATE_NSQ_June_-2025.pdf,state,medium,10,Nov-24,Nov-27,"State Drugs Laboratory, Punjab"
Calc ium and Vitamin D3 Tablets IP,MT-25D72,Martin & Brown Bio-Sciences Pvt. Ltd.,2025-06-30,Description,STATE_NSQ_June_-2025.pdf,state,medium,10-11,Apr-25,Mar-27,"State Drugs Laboratory, Punjab"
Calc ium and Vitamin D3 Tablets IP,MT-25D74,Martin & Brown Bio-Sciences Pvt. Ltd.,2025-06-30,Description,STATE_NSQ_June_-2025.pdf,state,medium,11,Apr-25,Mar-27,"State Drugs Laboratory, Punjab"
Calc ium and Vitamin D3 Tablets IP,MT-25D71,Martin & Brown Bio-Sciences Pvt. Ltd.,2025-06-30,Description,STATE_NSQ_June_-2025.pdf,state,medium,11,Apr-25,Mar-27,"State Drugs Laboratory, Punjab"
Calc ium and Vitamin D3 Tablets IP,MT-25D82,Martin & Brown Bio-Sciences Pvt. Ltd.,2025-06-30,Description,STATE_NSQ_June_-2025.pdf,state,medium,11,Apr-25,Mar-27,"State Drugs Laboratory, Punjab"
Calc ium and Vitamin D3 Tablets IP,MT-25D81,Martin & Brown Bio-Sciences Pvt. Ltd.,2025-06-30,Description,STATE_NSQ_June_-2025.pdf,state,medium,11,Apr-25,Mar-27,"State Drugs Laboratory, Punjab"
Oral Rehydration Salts IP,P25/0228,Samkem,2025-06-30,Net Weight/Sachet found to be 20.392gm against claim of 29.5gm/sachet.,STATE_NSQ_June_-2025.pdf,state,medium,11,Jan-25,Apr-27,"State Drugs Laboratory, Punjab"
Oral Rehydration Salts IP,P25/0236,Samkem,2025-06-30,Net Weight/Sachet found to be 20.286gm against claim of 20.5gm/sachet.,STATE_NSQ_June_-2025.pdf,state,medium,11,May-25,Apr-27,"State Drugs Laboratory, Punjab"
Calc ium & Vitamin D3 Tablets I.P,MT-25D56,Martin & Brown Bio-Sciences Pvt. Ltd.,2025-06-30,Description,STATE_NSQ_June_-2025.pdf,state,medium,11,Apr-25,Mar-27,"State Drugs Laboratory, Punjab"
Calg ro-D3 Tablets Calcium and Vitamin D3 tablets,AC.2412,Twins Pharma,2025-06-30,1. The label should be m e n t i o n e d a s C a l c i u m A n d Vitamin D3 IP. But the letters IP is not mentioned after the product name. 2. Dissolution for Calcium.,STATE_NSQ_June_-2025.pdf,state,medium,11,Dec-24,May-26,"State Lab, Drugs C o n t r o l L a b o r a t o r y , Telangana."
Tonz ee-20 (Zinc Sulphate Tablets IP 20mg),ZS-2405,Torino Laboratories Pvt. Ltd.,2025-06-30,Disintegration,STATE_NSQ_June_-2025.pdf,state,medium,12,Jul-24,Jun-26,"State Drugs Testing Laboratory, Agartala, Tripura."
Azil ium 200 Suspension,SL-508,SB Lifesciences (An ISO,2025-06-30,Content of Anhydrous Azithromycin,STATE_NSQ_June_-2025.pdf,state,medium,12,Feb-24,Jan-26,"FDA Lab , Mumbai"
Azi. XL 200(Azithromycin Oral Suspension IP),GLE0901,Digital Vision,2025-06-30,Content of Anhydrous Azithromycin,STATE_NSQ_June_-2025.pdf,state,medium,12,Aug-25,Jul-26,"FDA Lab , Mumbai"
Osoc ip-D Eye/Ear drops Ciprofloxacin & Dexamethasone Eye/Ear drops IP,E240113A,Oscar Remedies Pvt Ltd.,2025-06-30,Content of Ciprofloxacin in the sample is more (i.e 943.33% of the labelled amount) than the permissible limits. 2. identification test for the presence of Dexamethasone Sodium Phosphate. 3. The sample gives high performance liquid chromatographic identification test for the presence of Dexamethasone. 4. The content of Dexamthasone in the sample is 0.078% W/V. 5. Name of the sample: Ciprofloxacin & Dexamethasone Eye/Ear drops IP 2022.,STATE_NSQ_June_-2025.pdf,state,medium,12,Jan-24,Dec-25,"FDA Lab , Mumbai"
"Ceta cin-150, Paracetamol Injection",TGL11230643,T & G Medicare,2025-06-30,50×2ml intact ambered coloured glass ampules received for the analysis. All the samples contain pink coloured solution.,STATE_NSQ_June_-2025.pdf,state,medium,12,Nov-24,Oct-25,"FDA Lab , Mumbai"
P.D. Col Eye ointment IP 1% w/w,2023-113,Packsules,2025-06-30,Uniformity of Weight.,STATE_NSQ_June_-2025.pdf,state,medium,13,Aug-23,Jul-25,"FDA Lab , Mumbai"
Regi men Hand Rub Aloevera 70% Alcohol,HSAL0050,Chemstellar Chemicals Pvt Ltd.,2025-06-30,"1. The sample gives GC identification test for the presence of Methanol. 2. The sample does not give GC identification test for the presence of Ethanol, 1- Propanol & 2-Propanol. 3. The sample contains 51.80% v/v of Methanol.",STATE_NSQ_June_-2025.pdf,state,medium,13,Oct-24,Oct-26,"FDA Lab , Mumbai"
Lyci tra MK Montelukast with Levocetirizine Dihydrochloride Syrup,D-0241,Animus Healthcare30,2025-06-30,The content of Montelukast (i.e 17.18% of the labelled amount) is less than the schedule V limit (Schedule V limit- 90%-110% of the labelled amount),STATE_NSQ_June_-2025.pdf,state,medium,13,Nov-23,Oct-25,"FDA Lab , Mumbai"
Osco rcip-D Eye/Ear Drops,E24020A,Oscar Remedies Pvt Ltd.,2025-06-30,1. The content of Ciprofloxacin in the sample is more (i.e 1023.33% of the labelled amount) than the permissible limits. 2. The sample does not give HPLC identification test for the presence of Dexamethasone sodium phosphate. 3. The sample gives HPLC identification test for the presence of Dexamethasone. 4. The content of Dexamethasone in the sample is 0.066% w/v 5 . Test for the sterility.,STATE_NSQ_June_-2025.pdf,state,medium,13,Feb-24,Jan-26,"FDA Lab , Mumbai"
Elca res Metronidazole 400(Metronidazole tablets IP 400 mg,MTE-22004,Neutech Healthcare private ltd.,2025-06-30,Dissolution test.,STATE_NSQ_June_-2025.pdf,state,medium,13,Feb-23,Jan-26,"FDA Lab , Mumbai"
Cura cet Tablets (Cetirizine Hydrochloride),CHT23320,Cureza Healthcare pvt. Ltd.,2025-06-30,"Almost all the tablets received for analysis show Grey coloured spots all over the surface of the tablet, when observed in normal day light with unaided eyes.",STATE_NSQ_June_-2025.pdf,state,medium,13-14,Oct-23,Sep-25,"FDA Lab , Mumbai"
Enro floxacin Injection La (Welflox La),VT240352A,Integrated Laboratories Pvt Ltd.,2025-06-30,1. The Content of Enrofloxacin in the sample is less (i.e. 45.64% of the labelled amount),STATE_NSQ_June_-2025.pdf,state,medium,14,Mar-24,Feb-26,"FDA Lab , Mumbai"
Glav it Syrup 200ml,GLV-233,Glacier Pharmaceutical Pvt Ltd.,2025-06-30,The content of Thiamine Hydrochloride(i.e. 63.8% of the labelled amount) and the content of Cyanocobalamin (i.e 13.34% of the labelled amount) in the sample are less than the permissible limit.,STATE_NSQ_June_-2025.pdf,state,medium,14,Apr-24,Sep-25,"FDA Lab , Mumbai"
Glav it Syrup100ml,GLV-230,Glacier Pharmaceutical Pvt Ltd.,2025-06-30,The content of Thiamine Hydrochloride(i.e. 74.7% of the labelled amount) and the content of Cyanocobalamin (i.e 11.92% of the labelled amount) in the sample are less than the permissible limit.,STATE_NSQ_June_-2025.pdf,state,medium,14,Mar-24,Aug-25,"FDA Lab , Mumbai"
Elze fen-P (Aceclofenac & Paracetamol Tablets),PC24021,"Prochem Pharmaceuticals Pvt., Ltd.",2025-06-30,Assay of Aceclofenac,STATE_NSQ_June_-2025.pdf,state,medium,14,Mar-2024,Feb-2026,"Central Drugs Laboratory, 3, Kyd Street, Kolkata- 700016"
Onv in-4 MD Tablets (Ondansetron Orally Disintegrating Tablets IP 4 mg),RV24012,"Rivpra Formulation Pvt., Ltd.",2025-06-30,Test for Related Substances,STATE_NSQ_June_-2025.pdf,state,medium,14,May-2024,Apr--2026,"Central Drugs Laboratory, 3, Kyd Street, Kolkata- 700016"
ORS (Oral Rehydration Salts IP),P0831,Quest Laboratories Limited,2025-06-30,Uniformity of weight,STATE_NSQ_June_-2025.pdf,state,medium,14,04/2024,03/2026,"State Drug Testing Laboratory, Jharkhand"
Ranitidine Injection IP- 2ML,HLI352C,Himalaya Meditek Pvt Ltd,2025-05-31,Sample does not conform to requirement for Assay,STATE_NSQ_MAY-2025.pdf,state,medium,1,Mar-24,Feb-26,"King Institute of Preventive Medicine & Research, Guindy, Chennai-32"
Gentamicin Injection IP- 2ML,24BUH85,SVP Life Sciences,2025-05-31,Sample does not conform to the requirement for pH,STATE_NSQ_MAY-2025.pdf,state,medium,1,Aug-24,Jul-26,"King Institute of Preventive Medicine & Research, Guindy, Chennai-32"
Betamethasone Valerate Ointment IP 0.1% w/w,B73,Syndicate Pharma,2025-05-31,Sample does not conform to IP specification for Betamethasone Valerate Ointment with respect to the content of Betamethasone in Betamethasone Valerate,STATE_NSQ_MAY-2025.pdf,state,medium,1,Aug-24,Jul-26,"Drugs Testing Laboratory, Chennai-06"
Calcium and Vitamin D3 Tablets (Elprocal),NBT-230543,Soft Touch Pharmaceuticals India Ltd,2025-05-31,Sample does not conform to IP specification for Calcium and Vitamin D3 Tablets with respect to the identification and content of Vitamin D3,STATE_NSQ_MAY-2025.pdf,state,medium,1,Jan-24,Dec-25,"Drugs Testing Laboratory, Madurai-19"
Gentamicin Injection I.P- 2ml,HLI624F,Himalaya Meditek Pvt Ltd,2025-05-31,Sample does not conform to the requirement for pH.,STATE_NSQ_MAY-2025.pdf,state,medium,1,Jun-24,May-25,"King Institute of Preventive Medicine & Research, Guindy, Chennai-32"
Atorvastatin Tablets IP 10mg,CT240237A,Candour Pharmaceuticals,2025-05-31,Sample does not conform to IP specification for Atorvastatin Tablets with respect to Dissolution,STATE_NSQ_MAY-2025.pdf,state,medium,1-2,Jul-24,Jun-25,"Drugs Testing Laboratory, Chennai-06"
Glibenclamide Tablets IP 5mg,NHD24411A,Nest Healthcare Private limited,2025-05-31,Sample does not conform to IP specificaion for Glibenclamide Tablets with respec to Dissolution,STATE_NSQ_MAY-2025.pdf,state,medium,2,Jul-24,Jul-25,"Drugs Testing Laboratory, Chennai-06"
Amoxycillin and Potassium Clavulanate Oral Suspension RIGHTCLAV 228.5 Dry Syrup,ACAG24001E,J.M.Laboratories,2025-05-31,Sample does not conform to IP specification for Amoxycillin and Potassium Clavulanate oral suspension with respect to pH and the content of Clavulanic Acid in Potassium Clavulanate diluted,STATE_NSQ_MAY-2025.pdf,state,medium,2,Apr-24,Sep-25,"Drugs Testing Laboratory, Madurai-19"
Glimepiride Tablets IP 1mg,PGG24-012,Pondchy Pharmaceuticals,2025-05-31,Sample does not conform to IP specification for Glimepiride Tablets with respect to Dissolution,STATE_NSQ_MAY-2025.pdf,state,medium,2,Aug-24,Jul-26,"Drugs Testing Laboratory, Chennai-06"
Fenacin (Diclofenac Diethylammonium + Methyl Salicylate + Menthol Gel),DG2402,Johnson & Smith Co,2025-05-31,Sample does not conform to Label claim with respect to the content of Methyl Salicylate,STATE_NSQ_MAY-2025.pdf,state,medium,2,Apr-24,Mar-26,"Drugs Testing Laboratory, Chennai-06"
Phenytoin Sodium Injection USP-2ml,45PSA138,SPM Drugs (P) Ltd,2025-05-31,Sample does not conform to the requirement for assay,STATE_NSQ_MAY-2025.pdf,state,medium,2,May-24,Apr-26,"King Institute of Preventive Medicine & Research, Guindy, Chennai-32"
"Manoril-BR Syrup (Terbutaline Sulphate, Bromhexine HCL, Guaiphenesin and Menthol Syrup)",ASL24199,AASSK Pharmaceuticals Pvt. Ltd,2025-05-31,Sample does not conform to Label claim with respect to the content of Bromhexine Hydrochloride,STATE_NSQ_MAY-2025.pdf,state,medium,2,Oct-24,Sep-26,"Drugs Testing Laboratory, Chennai-06."
"Entcof Syrup (Ambroxol Hydrochloride, Guaiphenesin, Terbutaline Sulphate Syrup)",MMR-344,Mediguard Remedies,2025-05-31,Sample does not conform to Label claim with respect to the content of Terbutalline Sulphate,STATE_NSQ_MAY-2025.pdf,state,medium,2-3,Mar-24,Feb-26,"Drugs Testing Laboratory, Chennai-06."
Nifedipine Sustained Release Tablets IP 10 mg,NF24007,Eurokem Laboratories Pvt ltd,2025-05-31,Sample does not conform to IP specification for Nifedipine Sustained Release Tablets with respect to the content of Nifedipine,STATE_NSQ_MAY-2025.pdf,state,medium,3,Aug-24,Jan-26,"Drugs Testing Laboratory, Madurai-19"
Albendazole tablets IP 400mg,T24/006A,Samkem,2025-05-31,Sample does not meet the Specifications wrt. Dissolution Test as per IP.,STATE_NSQ_MAY-2025.pdf,state,medium,3,Dec-24,Nov-26,"State Lab, Drugs Control Laboratory, Telangana."
Albendazole tablets IP 400mg,T24/021A,Samkem,2025-05-31,The sample does not comply with respect to Dissolution Test as per IP 2022,STATE_NSQ_MAY-2025.pdf,state,medium,3,Dec-24,Nov-26,"State Lab, Drugs Control Laboratory, Telangana."
"Norfloxacin Tablets I.P.400mg,",0004,Stride Organics Private Limited,2025-05-31,The sample does not comply with respect to Dissolution Test as per IP.,STATE_NSQ_MAY-2025.pdf,state,medium,3,Feb-25,Jul-26,"State Lab, Drugs Control Laboratory, Telangana."
"Gutwell Suspension, Bacillus clausii 2 billion spores/5ml",PSB-B00225,Prosafe Biologicals LLP,2025-05-31,Total viable count found Less than 2 billion spores/5ml.,STATE_NSQ_MAY-2025.pdf,state,medium,3,Jan-25,Dec-27,"State Lab, Drugs Control Laboratory, Telangana."
"Bacillus clausii Bakteriya shtammining polireist Suspension, Bacillus clausii Bakteriya shtammining polirezistent 2mlrd. Tirik bakteriyalar/5ml",PSB-B00125,Prosafe Biologicals LLP,2025-05-31,Total viable count found Less than 2 billion spores/5ml.,STATE_NSQ_MAY-2025.pdf,state,medium,3,Jan-25,Dec-26,"State Lab, Drugs Control Laboratory, Telangana."
Azithromycin Oral Suspension,A004,Smith & Kenner Pharmaceuticals Pvt.Ltd,2025-05-31,The label of the drug should be mentioned as Azithromycin Oral suspension IP. But the letters IP is not m e n t io n e d o n t h e l a b e l .,STATE_NSQ_MAY-2025.pdf,state,medium,3-4,Dec-23,Nov-25,"State Lab, Drugs Control Laboratory, Telangana."
"Amoxycillin & Potassium Clavulanate for Oral Suspension,",UPS-245C,Ultra Drugs Pvt.Ltd,2025-05-31,The drug product Amoxcycillin and potassium Clavulanate for Oral suspension is o f f i c i a l i n t h e c u r r e n t edition of IP 2022. But the designation in conjiction with the product title Amoxycillin and Potassium Clavulanate for Oral suspension IP is not mentioned on the product Label.,STATE_NSQ_MAY-2025.pdf,state,medium,4,Jan-24,Jun-25,"State Lab, Drugs Control Laboratory, Telangana."
"Pantoprazole Gastro- Resistant Tablets IP 40 mg,",0431,Stride Organics Pvt Limited,2025-05-31,"The drug failed to indicate the common name of the color contained in the drug on t h e label of the product, as required by Rule 127(2) of the Drugs Rules, 1945. It was mentioned on the label as Approved Colours Used.",STATE_NSQ_MAY-2025.pdf,state,medium,4,Nov-24,Apr-26,"State Lab, Drugs Control Laboratory, Telangana."
"Ambroxol Hydrochloride, Terbutaline sulphate, Guaiphenesin & Menthol syrup (TEXORIL-AM Syrups),",MXS-9081,Maxtra Laboratoriestifindustrialpark,2025-05-31,"The drug failed to indicate the common name of the color contained in the drug on the label of the product, as required by Rule 127(2) of the Drugs R u l e s, 1945. It was mentioned on the label as Approved Colours used.",STATE_NSQ_MAY-2025.pdf,state,medium,4,Nov-23,Oct-25,"State Lab, Drugs Control Laboratory, Telangana."
Zaflox-OZ Tablet,TLT-6938,Taksa Lifescience E-47,2025-05-31,1.The sample fails in the Dissolution Test of Ofloxacin IP & Ornidazole IP 2.The sample does not conform to the Assay content of Ofloxacin IP 3.The sample is also found Misbranded as Ofloxacin and Ornidazole Tablets are not been shown official as per I.P 2022,STATE_NSQ_MAY-2025.pdf,state,medium,5,Feb-24,Jan-26,Modern Drug Testing Laboratory Kathua (J&K)
Maxirest –LP Tablets,MPT23365,Micro Organics Pharmaceuticals (India)Pvt Ltd,2025-05-31,The sample fails in the test for Description of tablets,STATE_NSQ_MAY-2025.pdf,state,medium,5,Mar-24,Feb-26,Modern Drug Testing Laboratory Kathua (J&K)
Neo-Chloranton,T-3750,New Gayzel Pharmaceuticals,2025-05-31,The sample fails in the test for Description & Disintegration test of tablets,STATE_NSQ_MAY-2025.pdf,state,medium,5,Dec-23,Nov-25,Modern Drug Testing Laboratory Kathua (J&K)
Robiflam-SP,UTGRFB401,Khandelwal Laboratories Pvt Ltd,2025-05-31,The sample fails in the test for Description of tablets,STATE_NSQ_MAY-2025.pdf,state,medium,5,May-24,Apr-26,Modern Drug Testing Laboratory Kathua (J&K)
Park 650,AT24/391,Accuwell Medics Pvt Ltd,2025-05-31,The sample fails in the test for Uniformity of Weight of Tablets & Assay content of Paracetamol,STATE_NSQ_MAY-2025.pdf,state,medium,5-6,Aug-24,Jul-26,Modern Drug Testing Laboratory Kathua (J&K)
Dolomol 650,RBT-2042,Rockbrook Overseas Pvt Ltd,2025-05-31,The sample fails in the dissolution test of paracetamol,STATE_NSQ_MAY-2025.pdf,state,medium,6,Oct-24,Jun-27,Modern Drug Testing Laboratory Kathua (J&K)
Albendazole Tablets IP 400 mg (ALBISTI – 400),PI28AH05,Pure & Cure Healthcare Pvt. Ltd.,2025-05-31,The Sample does not conform to standard in respect of the test for “Dissolution”,STATE_NSQ_MAY-2025.pdf,state,medium,6,Jul-23,Dec-25,"State Drugs Testing Laboratory, Agartala, Tripura."
Amlodipine Besylate Tablets I.P. 2.5 mg (AMLODOSE – 2.5 ),SPT240321,Salus Pharmaceuticals,2025-05-31,The Sample does not conform to standard in respect of the test for “Assay & Uniformity of Content”,STATE_NSQ_MAY-2025.pdf,state,medium,6,Feb-24,Jan-26,"State Drugs Testing Laboratory, Agartala, Tripura."
Amoxycillin with Potassium Clavulanate Tablets I.P. (CLAIM – CV 625),CT/24/747,Ciphem Pharma,2025-05-31,"The Sample does not conform to standard in respect of the test for “Uniformity of weight, Dissolution & Assay”",STATE_NSQ_MAY-2025.pdf,state,medium,6,Oct-24,Mar-26,"State Drugs Testing Laboratory, Agartala, Tripura."
